061.008.000.000|061.008.031.255|澳大利亚
061.010.200.000|061.010.220.255|香港
061.018.000.000|061.018.235.255|香港
061.058.065.000|061.058.070.255|台湾
061.112.000.000|061.112.255.255|日本
061.117.030.000|061.117.035.255|日本
061.124.030.000|061.124.045.255|日本
061.128.096.000|061.128.127.255|新疆
061.128.128.000|061.128.255.255|重庆
061.129.000.000|061.129.255.255|上海
061.130.000.000|061.130.255.255|浙江
061.130.093.000|061.130.254.255|浙江
061.131.000.000|061.131.127.255|福建
061.131.128.000|061.131.255.255|江西
061.132.000.000|061.132.127.255|江苏
061.133.000.000|061.133.127.255|山东
061.133.128.000|061.133.191.255|安徽
061.133.192.000|061.133.223.255|宁夏
061.133.224.000|061.133.255.255|青海
061.134.000.000|061.134.063.255|陕西
061.134.064.000|061.134.095.255|甘肃
061.134.096.000|061.134.127.255|内蒙古
061.134.128.000|061.134.191.255|河北
061.134.192.000|061.134.255.255|山西
061.135.000.000|061.135.255.255|北京
061.136.000.000|061.136.063.255|天津
061.136.064.000|061.136.127.255|河南
061.136.141.000|061.136.141.255|湖北
061.136.192.000|061.136.255.255|湖北
061.137.000.000|061.137.127.255|湖南
061.137.128.000|061.137.255.255|辽宁
061.138.000.000|061.138.063.255|黑龙江
061.138.128.000|061.138.191.255|吉林
061.138.192.000|061.138.223.255|云南
061.138.224.000|061.138.255.255|贵州
061.139.000.000|061.139.127.255|四川
061.139.128.000|061.139.191.255|海南
061.139.192.000|061.139.255.255|广西
061.140.000.000|061.143.255.255|广东
061.147.008.000|061.147.242.255|江苏
061.151.000.000|061.151.255.255|上海
061.152.128.000|061.153.255.255|上海
061.153.000.000|061.153.255.255|浙江
061.154.000.000|061.154.255.255|福建
061.155.000.000|061.155.255.255|江苏
061.156.000.000|061.156.255.255|山东
061.157.000.000|061.157.255.255|四川
061.158.000.000|061.158.063.255|黑龙江
061.158.128.000|061.158.194.255|河南|
061.159.000.000|061.159.255.255|甘肃
061.128.000.000|061.159.255.255|中国
061.162.000.000|061.162.255.255|山东
061.163.003.000|061.163.003.255|河南
061.160.048.000|061.160.049.255|江苏
061.164.000.000|061.164.255.255|浙江
061.165.000.000|061.165.255.255|上海
061.166.000.000|061.166.255.255|云南
061.167.000.000|061.167.255.255|黑龙江
061.168.000.000|061.168.255.255|河南
061.169.000.000|061.171.255.255|上海
061.172.000.000|061.173.255.255|江苏
061.174.000.000|061.175.255.255|浙江
061.176.000.000|061.176.255.255|辽宁
061.177.000.000|061.177.255.255|江苏
061.178.000.000|061.178.255.255|甘肃
061.179.000.000|061.179.255.255|山东
061.180.000.000|061.180.128.255|江西
061.180.129.000|061.180.255.255|黑龙江
061.181.000.000|061.181.255.255|天津
061.182.000.000|061.182.255.255|河北
061.183.000.000|061.184.255.255|湖北
061.185.016.000|061.185.255.255|陕西
061.186.000.000|061.186.128.255|海南
061.186.129.000|061.186.255.255|重庆
061.187.000.000|061.187.255.255|湖南
061.188.000.000|061.188.255.255|四川
061.189.112.000|061.189.118.255|辽宁
061.189.146.000|061.189.150.255|贵州
061.189.212.000|061.189.213.255|贵州
061.190.000.000|061.190.030.255|安徽
061.216.000.000|061.231.255.255|台湾
061.000.000.000|061.255.255.255|亚洲
061.000.000.000|061.255.255.255|未知地区
