010.000.000.000|010.003.050.255|北京
010.011.000.000|010.013.255.255|天津
010.017.000.000|010.022.255.255|河北
010.023.000.000|010.028.255.255|山西
010.029.000.000|010.033.255.255|内蒙古
010.034.000.000|010.041.255.255|辽宁
010.042.000.000|010.047.255.255|吉林
010.048.000.000|010.051.255.255|黑龙江
010.052.000.000|010.061.255.255|湖北
010.062.000.000|010.067.255.255|湖南
010.068.000.000|010.073.255.255|河南
010.074.000.000|010.081.255.255|江苏
010.082.000.000|010.088.255.255|山东
010.089.000.000|010.094.255.255|安徽
010.095.000.000|010.102.255.255|上海
010.103.000.000|010.109.255.255|浙江
010.110.000.000|010.116.255.255|福建
010.117.000.000|010.122.255.255|江西
010.123.000.000|010.130.255.255|广东
010.131.000.000|010.136.255.255|海南
010.137.000.000|010.142.255.255|广西
010.143.000.000|010.149.255.255|四川
010.150.000.000|010.156.255.255|重庆
010.157.000.000|010.161.255.255|贵州
010.162.000.000|010.166.255.255|云南
010.167.000.000|010.171.255.255|西藏
010.172.000.000|010.178.255.255|陕西
010.179.000.000|010.183.255.255|甘肃
010.184.000.000|010.188.255.255|青海
010.189.000.000|010.193.255.255|宁夏
010.194.000.000|010.198.255.255|新疆
010.199.000.000|010.253.255.255|香港
010.000.000.000|010.255.255.255|未知地区
